stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,3,0,0,1,0,0
72hpf,1.13,0,0,1.41,0,0
21Day,1.11,0,0,0.74,0,0.74
3Month,0.52,0.42,0.1,0.21,0.21,0.1
22Month,0,0,0.14,0,0,0
