stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,3,0,0,1,1,17,0,0,1
72hpf,0,2.82,0.56,0,0,0.56,4.79,0,0,29.88
21Day,0,3.7,2.59,0,3.7,4.44,8.14,0,1.48,129.87
3Month,0.42,20.7,0.52,94.86,14.46,10.82,1.46,0,1.98,232.89
22Month,0.68,14.48,0.82,7.93,7.11,2.87,0.96,1.09,0.96,115.47
