stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,8,1,0
72hpf,0,0,0,0.56,0,0
21Day,0,0,0,1.85,0,0
3Month,0.42,0,0,3.43,0,0.21
22Month,2.46,0.14,0.14,16.94,0.14,0.14
