stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,7,0,0,3,2,71,0,0,5
72hpf,0,8.74,0.28,0,0,1.69,46.79,0,0.28,8.74
21Day,0.37,19.24,0.74,0,3.7,2.59,18.87,0,0.37,15.54
3Month,0.94,25.07,0.21,1.98,7.59,1.98,0.94,0,0.94,4.06
22Month,0.41,28.83,0,1.09,7.38,0.55,3.42,3.83,0.82,3.01
