stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,1,0,0,0,1,0,0
72hpf,1.69,0.28,0,0,2.54,0.28,0.28
21Day,2.22,0,0,0,2.59,0,0
3Month,0.31,0,0.1,0.1,0,0.1,0
22Month,0.55,0,0,0.14,0,0.14,0.14
