stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,5,0,0,0,0,22,0,1
72hpf,4.79,2.25,0,0,0,5.64,0.56,1.13
21Day,5.92,1.85,0,0.74,0,4.07,6.29,0.37
3Month,7.91,0.1,10.19,0.94,0.1,0.42,0.31,0.73
22Month,9.7,0,1.91,0.27,0.27,0.14,0,0.55
