stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,1,16,2
72hpf,0.56,0,0,0,1.13,0
21Day,0,0,0.74,0.37,1.48,0.74
3Month,0.1,0.21,0,0,0,0
