stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,1,14,0,0
72hpf,0.28,0,0,0,0,10.71,0,0.28
21Day,0,1.85,0,0,0,5.55,0.37,0
3Month,0,1.98,3.12,0,0,0.21,0,0.1
22Month,0,1.37,0,0.41,0,0.14,0,0.27
