stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,0,0,0,0,0,0,0
72hpf,0,0.28,0,0,0.56,0,0,0
21Day,0,1.11,0,0,0,0,0,0
3Month,3.54,36.09,0.62,0.42,0,0,0.21,0.42
22Month,1.37,0.68,0.27,0,0,0.14,0,0.14
