stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,2,0,0,0,0,9,0,3
72hpf,0.85,0,0,0,0,8.17,0.28,2.25
21Day,2.22,1.48,0,0.74,0.74,4.07,0,2.96
3Month,0.83,0,0.31,0.1,0,0.1,0,0.1
22Month,1.78,0,0.27,0.14,0.14,0,0,0.27
