stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,1,0,0,0,0,1,0,0
72hpf,3.1,0,0,0,0.28,0,0,0
21Day,3.7,0,0,0,0,0,0.37,0.74
3Month,5.72,0.1,0.1,0.31,0,0,0.31,0.1
22Month,1.5,0,0.14,0.14,0,0,0,0
