stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,2,0,0,0,2,0,0
72hpf,0.56,0,0,0,0.56,0,0.28
21Day,0.37,0,0.37,0.37,0.37,0,0
3Month,1.25,2.91,0,0,0,0.1,0
