stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,0,8,0
72hpf,0.28,0.28,0,0,0,0,0.56,0.85
21Day,0,0,0.74,0,0.74,0.74,0,1.85
3Month,0,0.21,0,0.42,0.1,0,0,0
22Month,0,0.68,0,0,0,0,0,0.14
