stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,2,0,0,25,0,4
72hpf,0.56,0,0,5.36,0.28,0.28
21Day,1.11,0.37,0.37,2.22,0,1.48
