stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,1,0,0,0,0,0
72hpf,0.56,0.28,0,0.28,1.41,0.28,0
21Day,0.37,0,0,0,0,0.37,0
3Month,1.14,0,0.1,0,0,0.42,0.1
22Month,0.82,0,0,0,0,0.14,0
