stage,Endothelial,Epithelial,Erythroid,Immune,Neuron,Other,Stromal
72hpf,0,0,0,0,0.28,0,0
21Day,0,0.37,2.22,0.37,0,0,0
3Month,0,0.1,0,0.1,0,0,0.21
22Month,0.14,0.82,0,0.41,0,1.37,0.14
