stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,0,0,1
72hpf,0.28,0.28,0,0,0,1.41,0,0
21Day,0,0.37,0.37,0,0,1.11,0,1.11
3Month,0,2.18,0,0.21,0.1,0,0,0.21
22Month,0,0.68,0,0.14,0,0.14,0.27,0
