stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,4,0,0,2,3,54,0,0,8
72hpf,0,10.99,0.56,0,1.13,2.25,87.94,0.85,0,18.88
21Day,0.37,6.29,1.48,0.74,1.11,3.33,35.15,0,1.48,13.32
3Month,0.21,12.59,0,25.38,7.49,0.83,1.77,0.1,0.42,7.49
22Month,0.27,9.02,0,6.7,2.46,0.14,6.97,0.68,0.41,11.89
