stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,2,0,0,0,7,0
72hpf,0,0.56,0,0,0,0,0.28
21Day,0,0.74,0,1.85,0,1.11,0
3Month,0.1,1.77,0.42,0.21,0.42,0,0.21
22Month,0,0.27,0,0,0,0,0
