stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,1,0,0,0,10,0,1
72hpf,0.28,0.28,0,0,0.28,12.12,0,1.13
21Day,0,0.74,0,0.74,0,9.25,0.37,0.74
3Month,0.1,4.47,3.33,0.42,0,0.31,0.31,0.21
