stage,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,10,0,0,0
72hpf,1.41,0,0.85,32.69,0,0.28,1.13
21Day,1.11,0,0.37,11.47,0,0,1.48
22Month,17.08,0.14,0,0.14,0.14,0.14,0.14
