stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,0,0,0.28,3.1,0,0
21Day,0,0,0.37,0,2.96,0,0
3Month,3.64,0.21,0.83,0.31,0.1,0,0.31
22Month,14.35,0,1.78,0.14,0,0.27,0.68
