stage,Endothelial,Epithelial,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,1,0,0
72hpf,0.28,0,0,0.85,0,0
21Day,0,1.11,0,0.74,0,0.37
3Month,0,1.14,0.1,0,0.1,0
22Month,0,0.55,0,0,0,0.14
