stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,3,0,0,0,0,1,13,0,0
72hpf,2.54,0,0,0,0,0.28,0.28,0,0
21Day,27.01,0.74,0,22.94,1.11,1.48,0,1.48,0.37
3Month,30.06,0.1,1.14,3.64,0,0.1,0,0.1,0.31
22Month,8.61,0,0.41,1.5,0,0,0.14,0,0
