stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,1,0,0,0,3,0,0
72hpf,25.65,0.28,0,0,1.13,2.54,0,0.85
21Day,9.25,0,0,0,0.37,1.48,0,0
3Month,3.74,0,0.21,0.42,0,0,0,0.21
22Month,6.15,0,0.55,0.55,0,0,0.27,0.14
