stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,1,0,0,0
72hpf,0.28,0,0,0,7.61,0,0,0.28
21Day,0,0.37,0,0,7.03,0,0,0.74
3Month,0,0.42,0.21,0,0.1,0,0,0.21
22Month,0.14,4.1,0.14,0.41,0,0.14,0.14,0.14
