stage,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,2,0,0
21Day,0,0,0,0,0,0.37
3Month,0.73,0.21,0,0,0,0
22Month,0.55,0,0.14,0.14,0.14,0
