stage,Epithelial,Erythroid,Muscle,Neuron,Secretory,Stromal
24hpf,4,0,0,21,0,3
72hpf,2.25,0,0.56,3.38,0.28,1.41
21Day,5.18,0.37,0.37,1.48,0.37,1.48
