stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,1,0,1
72hpf,0,0,0,0,0,0.56,0,0
21Day,0.37,0,0,0.37,0,1.48,0,0
3Month,4.37,0.1,1.25,0.31,0.73,0.1,0.1,0.62
22Month,0.27,0,0,0.14,0,0.27,0,0.27
