stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,29,0,0,1,92,1,3
72hpf,0,0,0,0,0,4.79,0,0.28
21Day,0,0.37,0,1.11,0.37,2.96,0,0.37
3Month,0.31,1.14,0.42,0.73,0.1,0.1,0,0.42
22Month,0,2.6,0.27,1.23,0,0.14,0.14,0.14
