stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
72hpf,0,0,0,1.97,0,0
21Day,1.11,0,0,0,0.37,0
3Month,2.39,0.94,0.73,0.42,0.1,0.21
22Month,3.14,0.14,0,0.27,0.14,0.14
