stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,1,0,1,12,0,0
72hpf,0.85,0,0,1.69,0,0
21Day,0.74,0,0.37,1.48,0,1.11
3Month,0.83,0.1,0.31,0.1,0.1,0
22Month,0.27,0,0,0,0,0
