stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,7,0,0,0,0,69,0,7
72hpf,0.28,1.97,0.28,0.28,0,1.13,14.37,0.56,5.92
21Day,0,1.85,9.25,0,0.74,0.37,4.81,0,0.37
3Month,0.1,1.98,0,0.62,0.62,0.1,0.1,0.1,0
22Month,0,2.46,0,0,0.27,0,0,0,0.14
