stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,6,0,0,2,34,0,1
72hpf,0.28,1.13,0,0,1.13,0,0,0
21Day,0,0.37,0,0,0,0,0,2.22
3Month,0.73,4.68,0.31,2.7,0.21,0,0.94,8.53
22Month,0.55,3.28,0,3.42,0.41,0.27,6.29,2.32
