stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,2,0,0
21Day,0,0,0.37,0,0,0,0
3Month,0,0.31,0,0,0,0,0
22Month,0.27,3.28,18.17,0.14,0.27,0.14,0.27
