stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,128,0,0,13,75,0,56
72hpf,84.84,0.56,0,2.54,7.61,0,47.91
21Day,68.45,1.11,0.74,2.59,4.07,1.48,46.62
3Month,0.31,0,0,0,0,0,0
