stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,1,0,0,5,0,0
72hpf,0,0,0,1.41,0.28,0.56
21Day,0.74,0.74,0.74,1.48,0,0.37
3Month,0.52,0,0.1,0,0,0
