stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory
24hpf,0,0,0,0,0,1,0,0
72hpf,0.56,0.28,0,0,0,1.41,0,0.28
21Day,0,0,0,0,0,2.22,0,0
3Month,0.62,0,0.31,0.42,0.1,0.21,0,0
22Month,0.14,0,0,0.14,0,0,0.96,0
