stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,2,0,0,0
72hpf,0.28,0,0,18.04,0,0,0.28
21Day,0.74,0,0.37,9.25,0,0,0
3Month,0.94,0,0.21,0,0,0,0
22Month,7.24,0.14,1.37,0.14,0.27,0.14,0.41
