stage,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,1,0,0
72hpf,3.66,0,0,0.56,0,3.66
21Day,0.37,0,0,0,0,0.74
3Month,0.83,0.1,0.1,4.26,0,0.94
22Month,0,0,0,2.19,0.14,0.14
