stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,1,0,0,0,3,0
72hpf,0.28,0.28,0.28,0,0,14.66,3.66
21Day,0,0,0,0,0.37,3.7,1.11
3Month,0,0.1,0,0.21,0,0,0
