stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,0.56,0,0.28,0,3.1,0,9.86
21Day,0,0,0,0.37,0.74,0,0.74
3Month,0.52,0.52,0.21,0.21,0.1,0,0.1
22Month,1.5,1.09,0.27,0.14,0.14,0.14,0.27
