stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,1,0,1,12,0,0
72hpf,0,0,0,0,9.3,0,1.41
21Day,0,0,0,0,7.4,0.37,0.74
3Month,0,0.42,0,0,0,0,0
22Month,0.14,1.09,0.14,0.41,0.14,0,0.14
