stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,4,0,0
72hpf,0,2.82,0.28,0,0.28,5.07,0,1.13
21Day,0,8.88,0.74,0.37,1.48,2.59,0.37,11.84
3Month,0.21,4.37,0,1.46,0.31,0.21,0,10.4
22Month,0,3.55,0,0.41,0.27,0.14,0.14,2.32
