stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,1,0,0,0,0,22,0,1
72hpf,0,9.02,0.28,0,0,0.28,13.25,0,1.41
21Day,0.37,1.48,1.11,0,0,0,4.44,0,2.59
3Month,0.1,3.02,0,0.42,0.21,0.42,0.1,0,1.25
22Month,1.23,4.1,0.14,0.14,0.96,0.14,0.14,0.14,1.09
