stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,1,1
72hpf,0.28,0.28,0,0.28,5.36,0.28
21Day,0,0,0.37,0.74,5.92,0.74
