stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory
24hpf,0,0,0,0,2,0
21Day,0.37,0.37,0,0,0.74,0
3Month,0.42,8.95,0.21,0.1,0,0.1
22Month,0,0.96,0,0,0,0
