stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,1,3,0,0
72hpf,0,1.41,0.56,0,0,0.28,32.41,0.28,1.13
21Day,0.37,2.22,0.37,0.37,0.37,0.37,22.94,0.74,0.74
3Month,0.1,2.39,0,2.5,0.42,0.52,1.98,2.5,0.94
22Month,0.14,0.82,0,0,0,0,0.55,0.68,0
