stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,1,3,0
72hpf,0,0,0,0,0,0.28
21Day,0,0,1.11,0,0.37,0.37
3Month,0.42,0.83,0.52,0,0.1,0
22Month,1.23,0.55,0,0,0,0
