stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,1.97,0,0,0,1.69,0,0.28
21Day,11.47,0,0.74,0.37,2.96,0,0.74
3Month,20.08,1.98,0.94,0.21,0.1,0.42,0.42
22Month,2.19,0.14,0,0.14,0.14,0,0
