stage,Epithelial,Germ,Immune,Muscle,Secretory,Stromal
72hpf,0,0,0,0,0,0.28
3Month,2.18,48.47,0.83,0.31,0.42,0.52
22Month,0.55,3.55,0.14,0,0,0
