stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Stromal
24hpf,1,0,0,0,0,1,0,0
72hpf,0,1.41,0,0,0.28,0,0,0.28
21Day,0,1.48,0.37,0,0.37,0.74,0,0.74
3Month,0,0.83,0,0.52,0.21,0,0,0.21
22Month,0,3.55,0.14,0.27,0,0,0.14,0.96
