stage,Epithelial,Erythroid,Immune,Neuron,Stromal
24hpf,2,0,1,7,0
72hpf,1.13,0.28,0,0.85,0.56
21Day,0.37,0.37,2.22,0.74,0.74
3Month,0.1,0,0.1,0.1,0
