stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,3,0,0,0
72hpf,0,0,0.28,0,0,0
21Day,0,0,2.22,0,0,0
3Month,0.94,0,6.24,0.1,0.21,0
22Month,1.37,0.14,0.96,0,0,0.14
