stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,3,0,2,0,5,0,1,0
72hpf,3.1,0,0.56,0,1.69,0,0.28,0.28
21Day,3.33,0,0,0.37,0.37,0,0.37,0.37
3Month,18.31,0.83,1.46,2.81,0.1,0,0.73,0.42
22Month,16.53,0.14,0.41,0.82,0,0.14,0,0.14
