stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,2
72hpf,0.28,0,0,0.28,0.85,0.28,1.97
21Day,0,0.37,0,0,1.48,0,3.33
3Month,0.73,3.33,0,0.1,0.1,0,1.14
22Month,0.14,0,0.14,0.14,0,0,0.27
