stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,5,0,2,23,8
72hpf,0,0.85,0,0.28,1.13,2.82
21Day,0,0.37,0,0.37,0.37,3.7
3Month,0.31,0.83,0,0.21,0,1.04
22Month,0,3.14,0.27,0,0,0.68
