stage,Epithelial,Germ,Immune,Neuron,Stromal
72hpf,0,0,0,0.28,0.28
21Day,1.11,0,0,0,0
3Month,2.5,0.21,0.21,0,0
22Month,0.14,0.82,0,0,0
