stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,0.28,0,0,0.85,0,0
21Day,0,0,0,0.37,0,0,0
22Month,0.14,1.37,0.14,0,0.41,0.41,0.14
