stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,1,9,0,2
72hpf,3.1,0.56,0,0.28,0.56,55.81,0,8.46
21Day,2.22,0,0,0,0.37,18.87,0.37,4.81
3Month,0.31,0,0.21,0.1,0,0,0,0.42
22Month,1.78,0,0.27,0.27,0,0.14,0.14,0.41
