stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,3,4,16,0,2
72hpf,0.85,0,0,0,4.79,0,2.25
21Day,0.37,0.37,0,0,1.11,0,0.74
3Month,0.1,0.21,0.1,0,0,0,0
22Month,0.14,1.09,0.27,0.14,0,0.14,0
