stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,1,0,0
72hpf,0.28,27.34,0.28,0,0.28,9.58,0,1.69
21Day,0,7.77,0,1.48,0.37,3.33,0.37,3.7
3Month,0,0.73,0,0,0,0.1,0,0
22Month,0,0.68,0,0,0,0.14,0,0
