stage,Epithelial,Erythroid,Immune,Neuron,Stromal
24hpf,0,0,0,2,0
72hpf,0.28,0,0,1.69,0.28
21Day,0.74,0.37,0,2.59,0.37
3Month,1.56,0,0.21,0.21,0
22Month,0.27,0,0,0,0
