stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0.56,0,0,0,0,0.28,0,0
21Day,1.48,1.11,0,0.74,0,2.59,0.37,0
3Month,39.94,0,7.07,1.14,0.31,0.1,0.42,0.42
22Month,2.73,0,0.14,0.41,0.14,0,0,0
